STRUCTURE,ITERATION,ORI001,ORI002,ORI003,ORI004,ORI005,ORI006,ORI007,ORI008,ORI009,ORI010,ORI011,ORI012,ORI013,ORI014,ORI015,ORI016,ORI017,ORI018,ORI019,ORI020,ORI021,ORI022,ORI023,ORI024,ORI025,ORI026,ORI027,ORI028,ORI029,ORI030,ORI031,ORI032,ORI033,ORI034,ORI035,ORI036,ORI037,ORI038,ORI039,ORI040,ORI041,ORI042,ORI043,ORI044,ORI045,ORI046,ORI047,ORI048,ORI049,ORI050,ORI051,ORI052,ORI053,ORI054,ORI055,ORI056,ORI057,ORI058,ORI059,ORI060,ORI061,ORI062,ORI063,ORI064,ORI065,ORI066,ORI067,ORI068,ORI069,ORI070,ORI071,ORI072,ORI073,ORI074,ORI075,ORI076,ORI077,ORI078,ORI079,ORI080,ORI081,ORI082,ORI083,ORI084,ORI085,ORI086,ORI087,ORI088,ORI089,ORI090,ORI091,ORI092,ORI093,ORI094,ORI095,ORI096,ORI097,ORI098,ORI099,ORI100,ORI101,ORI102,ORI103,ORI104,ORI105,ORI106,ORI107,ORI108,ORI109,ORI110,ORI111,ORI112,ORI113,ORI114,ORI115,ORI116,ORI117,ORI118,ORI119,ORI120,ORI121,ORI122,ORI123,ORI124,ORI125,ORI126,ORI127,ORI128,ORI129,ORI130,ORI131,ORI132,ORI133,ORI134,ORI135,ORI136,ORI137,ORI138,ORI139,ORI140,ORI141,ORI142,ORI143,ORI144,ORI145,ORI146,ORI147,ORI148,ORI149,ORI150,ORI151,ORI152,ORI153,ORI154,ORI155,ORI156,ORI157,ORI158,ORI159,ORI160,ORI161,ORI162,ORI163,ORI164,ORI165,ORI166,ORI167,ORI168,ORI169,ORI170,ORI171,ORI172,ORI173,ORI174,ORI175,ORI176,ORI177,ORI178,ORI179,ORI180,ORI181,ORI182,ORI183,ORI184,ORI185,ORI186,ORI187,ORI188,ORI189,ORI190,ORI191,ORI192,ORI193,ORI194,ORI195,ORI196,ORI197,ORI198,ORI199,ORI200,ORI201,ORI202,ORI203,ORI204,ORI205,ORI206,ORI207,ORI208,ORI209,ORI210,ORI211,ORI212,ORI213,ORI214,ORI215,ORI216,ORI217,ORI218,ORI219,ORI220,ORI221,ORI222,ORI223,ORI224,ORI225,ORI226,ORI227,ORI228,ORI229,ORI230,ORI231,ORI232,ORI233,ORI234,ORI235,ORI236,ORI237,ORI238,ORI239,ORI240,ORI241,ORI242,ORI243,ORI244,ORI245,ORI246,ORI247,ORI248,ORI249,ORI250,ORI251,ORI252,ORI253,ORI254,ORI255,ORI256,ORI257,ORI258,ORI259,ORI260,ORI261,ORI262,ORI263,ORI264,ORI265,ORI266,ORI267,ORI268,ORI269,ORI270,ORI271,ORI272,ORI273,ORI274,ORI275,ORI276,ORI277,ORI278,ORI279,ORI280,ORI281,ORI282,ORI283,ORI284,ORI285,ORI286,ORI287,ORI288,ORI289,ORI290,ORI291,ORI292,ORI293,ORI294,ORI295,ORI296,ORI297,ORI298,ORI299,ORI300,ORI301,ORI302,ORI303,ORI304,ORI305,ORI306,ORI307,ORI308,ORI309,ORI310,ORI311,ORI312,ORI313,ORI314,ORI315,ORI316,ORI317,ORI318,ORI319,ORI320,ORI321,ORI322,ORI323,ORI324,ORI325,ORI326,ORI327,ORI328,ORI329,ORI330,ORI331,ORI332,ORI333,ORI334,ORI335,ORI336,ORI337,ORI338,ORI339,ORI340,ORI341,ORI342,ORI343,ORI344,ORI345,ORI346,ORI347,ORI348,ORI349,ORI350,ORI351,ORI352,ORI353,ORI354,ORI355,ORI356,ORI357,ORI358,ORI359,ORI360,ORI361,ORI362,ORI363,ORI364,ORI365,ORI366,ORI367,ORI368,ORI369,ORI370,ORI371,ORI372,ORI373,ORI374,ORI375,ORI376,ORI377,ORI378,ORI379,ORI380,ORI381,ORI382,ORI383,ORI384,ORI385,ORI386,ORI387,ORI388,ORI389,ORI390,ORI391,ORI392,ORI393,ORI394,ORI395,ORI396,ORI397,ORI398,ORI399,ORI400,ORI401,ORI402,ORI403,ORI404,ORI405,ORI406,ORI407,ORI408,ORI409,ORI410,ORI411,ORI412,ORI413,ORI414,ORI415,ORI416,ORI417,ORI418,ORI419,ORI420,ORI421,ORI422,ORI423,ORI424,ORI425,ORI426,ORI427,ORI428,ORI429,ORI430,ORI431,ORI432,ORI433,ORI434,ORI435,ORI436,ORI437,ORI438,ORI439,ORI440,ORI441,ORI442,ORI443,ORI444,ORI445,ORI446,ORI447,ORI448,ORI449,ORI450,ORI451,ORI452,ORI453,ORI454,ORI455,ORI456,ORI457,ORI458,ORI459,ORI460,ORI461,ORI462,ORI463,ORI464,ORI465,ORI466,ORI467,ORI468,ORI469,ORI470,ORI471,ORI472,ORI473,ORI474,ORI475,ORI476,ORI477,ORI478,ORI479,ORI480,ORI481,ORI482,ORI483,ORI484,ORI485,ORI486,ORI487,ORI488,ORI489,ORI490,ORI491,ORI492,ORI493,ORI494,ORI495,ORI496,ORI497,ORI498,ORI499,ORI500,ORI501,ORI502,ORI503,ORI504,ORI505,ORI506,ORI507,ORI508,ORI509,ORI510,ORI511,ORI512,ORI513,ORI514,ORI515,ORI516,ORI517,ORI518,ORI519,ORI520,ORI521,ORI522,ORI523,ORI524,ORI525,ORI526,ORI527,ORI528,ORI529,ORI530,ORI531,ORI532,ORI533,ORI534,ORI535,ORI536,ORI537,ORI538,ORI539,ORI540,ORI541,ORI542,ORI543,ORI544,ORI545,ORI546,ORI547,ORI548,ORI549,ORI550,ORI551,ORI552,ORI553,ORI554,ORI555,ORI556,ORI557,ORI558,ORI559,ORI560,ORI561,ORI562,ORI563,ORI564,ORI565,ORI566,ORI567,ORI568,ORI569,ORI570,ORI571,ORI572,ORI573,ORI574,ORI575,ORI576,ORI577,ORI578,ORI579,ORI580,ORI581,ORI582,ORI583,ORI584,ORI585,ORI586,ORI587,ORI588,ORI589,ORI590,ORI591,ORI592,ORI593,ORI594,ORI595,ORI596,ORI597,ORI598,ORI599,ORI600,ORI601,ORI602,ORI603,ORI604,ORI605,ORI606,ORI607,ORI608,ORI609,ORI610,ORI611,ORI612,ORI613,ORI614,ORI615,ORI616,ORI617,ORI618,ORI619,ORI620,ORI621,ORI622,ORI623,ORI624,ORI625,ORI626,ORI627,ORI628,ORI629,ORI630,ORI631,ORI632,ORI633,ORI634,ORI635,ORI636,ORI637,ORI638,ORI639,ORI640,ORI641,ORI642,ORI643,ORI644,ORI645,ORI646,ORI647,ORI648,ORI649,ORI650,ORI651,ORI652,ORI653,ORI654,ORI655,ORI656,ORI657,ORI658,ORI659,ORI660,ORI661,ORI662,ORI663,ORI664,ORI665,ORI666,ORI667,ORI668,ORI669,ORI670,ORI671,ORI672,ORI673,ORI674,ORI675,ORI676,ORI677,ORI678,ORI679,ORI680,ORI681,ORI682,ORI683,ORI684,ORI685,ORI686,ORI687,ORI688,ORI689,ORI690,ORI691,ORI692,ORI693,ORI694,ORI695,ORI696,ORI697,ORI698,ORI699,ORI700,ORI701,ORI702,ORI703,ORI704,ORI705,ORI706,ORI707,ORI708,ORI709,ORI710,ORI711,ORI712,ORI713,ORI714,ORI715,ORI716,ORI717,ORI718,ORI719,ORI720,ORI721,ORI722,ORI723,ORI724,ORI725,ORI726,ORI727,ORI728,ORI729,ORI730,ORI731,ORI732,ORI733,ORI734,ORI735,ORI736,ORI737,ORI738,ORI739,ORI740,ORI741,ORI742,ORI743,ORI744,ORI745,ORI746,ORI747,ORI748,ORI749,ORI750,ORI751,ORI752,ORI753,ORI754,ORI755,ORI756,ORI757,ORI758,ORI759,ORI760,ORI761,ORI762,ORI763,ORI764,ORI765,ORI766,ORI767,ORI768,ORI769,ORI770,ORI771,ORI772,ORI773,ORI774,ORI775,ORI776,ORI777,ORI778,ORI779,ORI780,ORI781,ORI782,ORI783,ORI784,ORI785,ORI786,ORI787,ORI788,ORI789,ORI790,ORI791,ORI792,ORI793,ORI794,ORI795,ORI796,ORI797,ORI798,ORI799,ORI800,ORI801,ORI802,ORI803,ORI804,ORI805,ORI806,ORI807,ORI808,ORI809,ORI810,ORI811,ORI812,ORI813,ORI814,ORI815,ORI816,ORI817,ORI818,ORI819,ORI820,ORI821,ORI822,ORI823,ORI824,ORI825,ORI826,ORI827,ORI828,ORI829,ORI830,ORI831,ORI832,ORI833,ORI834,ORI835,ORI836,ORI837,ORI838,ORI839,ORI840,ORI841,ORI842,ORI843,ORI844,ORI845,ORI846,ORI847,ORI848,ORI849,ORI850,ORI851,ORI852,ORI853,ORI854,ORI855,ORI856,ORI857,ORI858,ORI859,ORI860,ORI861,ORI862,ORI863,ORI864,ORI865,ORI866,ORI867,ORI868,ORI869,ORI870,ORI871,ORI872,ORI873,ORI874,ORI875,ORI876,ORI877,ORI878,ORI879,ORI880,ORI881,ORI882,ORI883,ORI884,ORI885,ORI886,ORI887,ORI888,ORI889,ORI890,ORI891,ORI892,ORI893
G1_grand_735_6.csv,2,4.96123,10.3062,1.76058,2.51948,3.03403,7.59695,17.7961,16.1889,58.2392,5.06539,21.7557,86.4878,90.2343,111.501,107.461,119.466,58.1429,129.21,122.988,66.5359,84.2795,83.51,26.6351,68.1538,106.413,82.2818,101.214,78.9023,24.1185,80.4987,83.198,67.9017,80.8243,4.89027,31.0244,28.1972,66.6083,76.8966,25.9194,78.2381,4.6674,0,27.819,30.9874,111.271,44.718,12.5954,91.8574,11.6519,91.8485,130.079,0,9.34765,86.348,112.55,56.5646,68.7612,123.866,13.2451,8.71766,4.71397,49.4414,19.3132,5.13568,3.50784,6.60441,16.3351,8.5437,10.0252,3.61216,6.76036,69.5907,16.3722,12.3531,55.3678,11.9597,8.34104,31.4343,5.16636,8.63243,28.7438,30.8006,6.95809,67.6484,18.0854,6.66366,2.89998,113.242,33.7394,9.03458,13.1882,21.9991,14.5197,13.1523,19.3658,108.211,94.4664,101.978,104.748,104.584,43.085,77.9057,85.8389,73.1842,75.9245,89.0872,57.5492,15.8277,12.8768,7.12195,12.761,27.1111,6.54908,20.3167,18.4917,7.42292,33.3445,94.0917,100.436,14.4627,26.9357,100.01,23.7874,60.1295,84.8275,57.005,43.3856,90.5299,32.4593,94.9342,122.972,119.128,106.875,125.58,120.091,104.156,69.5221,28.9901,125.171,98.7935,86.897,47.3974,102.073,0,26.865,14.9942,0,57.2117,117.651,106.865,99.4367,2.92753,92.3297,83.226,106.019,121.207,114.818,47.0138,77.5572,17.7528,11.9456,6.3581,4.64202,28.3303,27.6339,25.7273,16.0368,90.9131,19.6061,90.018,77.7878,96.2731,0,6.9875,109.802,120.628,133.112,122.397,85.2868,11.6713,98.3574,66.7075,20.5726,95.8168,72.4394,69.5441,82.949,65.5996,73.1912,132.254,131.223,135.593,88.47,98.0393,129.72,13.2641,29.4436,24.6715,77.4494,112.425,115.607,116.505,30.1801,14.9791,88.3318,104.99,108.666,74.109,132.678,116.868,127.321,122.516,117.018,132.867,103.247,133.556,92.2902,40.7353,129.896,105.776,130.344,70.3427,88.9859,99.6458,130.9,103.239,133.97,51.5773,103.478,33.9337,39.7933,110.294,130.957,16.7833,17.4936,40.4794,9.90741,92.5467,87.9565,99.7173,130.56,123.011,101.163,85.6754,76.4838,78.921,25.8315,6.89507,6.79058,15.7103,8.16571,5.49631,3.5815,1.3491,0.509947,1.68996,0.445275,2.89577,2.50142,4.39772,13.3067,4.13432,1.97705,2.52682,0.678477,0.0549353,0.0330597,0.0529966,0.392989,0.01504,1.15648,0.936616,0.916352,1.95475,1.38208,0.17408,0.691427,1.43438,1.51228,10.4941,5.37359,5.67899,10.5966,13.3847,16.6492,8.97435,21.5434,10.268,11.8679,0.428698,7.35762,0.138474,6.93668,2.83968,0.460925,0.513696,0.445732,2.37477,0.860882,0.266786,1.10485,1.21083,0.68085,1.76943,2.63834,0.953811,3.99177,4.06533,1.96662,5.87638,10.4758,14.0979,51.0645,26.0725,29.8621,12.257,1.34363,3.03358,0.767431,1.51896,4.88621,2.78996,1.38058,1.95786,3.01297,3.06843,1.26929,0.840488,1.53186,2.05654,4.50953,3.90269,1.98628,2.34008,13.2862,15.9488,16.2054,12.1848,5.0816,16.1443,0.793143,22.1789,9.334,17.3899,0.178677,8.22421,2.43037,2.01973,5.65363,2.32994,0.471267,0.594488,0.573536,0.976221,0.713343,0.107698,0.180024,1.56662,2.71011,2.46162,0.451771,0.616072,2.04564,1.48166,0.543092,0.0629465,4.56564,1.7369,5.76335,2.12177,1.17391,3.0644,4.85384,2.95183,2.5773,6.99251,35.425,114.656,20.6967,92.868,107.488,77.8784,82.6369,33.736,112.19,92.7676,28.2454,67.2819,61.6372,114.795,79.518,95.9515,13.2895,108.73,7.97674,108.442,70.2018,126.73,98.6703,126.564,88.6307,89.5809,94.9867,113.651,9.40088,16.1795,9.35616,1.75808,0.53909,1.20316,0.0539661,0.934569,0.298871,1.36962,2.62636,7.12334,0.197271,3.2893,1.69835,9.26805,0.718839,1.81509,2.41308,0.238701,6.8603,3.01347,13.2081,27.5811,3.50762,6.54657,10.5425,4.03642,37.8849,59.8415,68.2841,33.6851,8.04391,97.1343,8.62524,10.2108,3.29687,9.19148,3.77619,79.3996,5.22349,6.74676,2.90625,2.94467,3.73767,15.7563,4.52031,33.6409,9.75931,19.7008,8.90871,60.6857,109.355,91.165,23.0454,75.1849,113.343,89.0685,113.28,107.073,124.872,108.397,115.036,48.6046,74.2136,78.674,120.66,81.3904,66.5163,76.0359,51.005,0,20.1274,113.197,128.74,0,3.68237,89.9543,55.7255,16.5723,32.5439,25.8303,4.30051,89.7432,5.87911,4.23479,8.88809,4.93913,1.69434,8.0814,3.194,3.29876,2.27399,7.77781,8.3199,11.8568,2.92379,14.9537,25.5942,16.9683,9.8118,1.997,5.39085,4.84222,13.2657,6.43163,2.3583,0.193136,0.668353,0.946867,3.77927,0.963744,15.9345,7.72437,10.8432,14.1135,8.6125,43.6853,75.3226,2.93047,13.955,13.2657,66.5688,16.7582,7.54778,6.3671,8.77549,7.61452,7.26294,19.4114,21.072,5.96529,59.7129,36.3782,29.3107,28.503,24.3559,13.8072,5.63337,5.63588,4.69107,4.00366,6.30885,1.92689,5.06867,1.64548,4.74154,13.4948,48.212,11.255,23.9326,12.4221,11.0527,8.51504,20.8595,7.3032,6.58916,11.9892,22.3175,2.37207,9.55644,42.9038,3.67031,4.33016,8.59532,2.7805,57.994,20.3704,33.4355,9.25305,82.3006,44.835,27.1109,52.0434,0,3.86096,26.9895,3.05034,4.97374,3.08868,3.23967,6.32133,1.004,19.9807,8.30157,1.93831,20.9189,8.78779,12.6079,1.89693,3.98973,9.22939,2.3767,0.29908,0.417158,4.97171,7.2925,12.6954,29.092,4.65267,2.33066,4.3482,3.69032,20.6744,30.4589,4.86644,90.1144,63.8378,69.4309,4.44396,13.6764,12.2564,8.95794,3.51826,5.03927,62.7901,4.09044,14.3899,30.6349,37.8859,37.1114,90.4111,65.2582,64.3812,2.84878,64.2097,97.2067,95.8052,91.5479,6.77929,0,22.3816,5.85949,18.3986,18.3751,18.4649,14.5207,12.7502,15.9131,5.49831,0.857432,9.86369,2.71282,8.15992,16.1914,63.0382,84.815,14.2036,84.3102,56.276,71.4953,6.33498,84.111,99.0072,24.7158,104.138,111.007,98.6424,114.442,60.1036,104.781,113.902,87.1805,105.494,113.216,68.9169,110.973,14.0736,116.357,122.593,94.9891,85.5613,2.62838,0,28.1627,59.9449,61.97,87.6617,10.7775,92.75,61.3299,24.2504,9.74394,9.71116,6.49364,6.52357,4.14389,35.4346,8.88013,61.0031,91.43,24.8826,4.05524,11.8536,6.34459,29.6757,6.62973,3.77975,0.286962,15.9762,4.32275,7.36724,3.43597,3.59585,3.03878,5.71817,5.37887,1.32674,0.0450953,0.678477,0.500835,4.40438,3.17172,5.10658,4.12764,1.5234,105.431,123.999,125.107,125.951,93.5653,125.955,119.644,112.491,116.787,122.137,106.57,108.663,96.4365,83.1379,10.1218,5.40333,6.36385,5.64271,6.12072,1.51294,0.593687,0.214234,0.268819,0.763469,1.92264,7.17623,6.16092,7.10469,8.71691,1.87656,3.63955,2.41913,0.881526,2.62722,8.28095,17.6774,8.314,6.39619,9.03122,31.7702,10.4287,2.69295,15.7053,15.0173,22.7576,20.4297,21.4925,0,16.5645,29.8766,63.6736,57.156,16.2942,6.65415,10.693,5.07668,41.3897,3.39421,73.5329,22.6729,2.06405,13.7644,3.54767,7.76836,2.0064,2.39668,4.52674,10.5694,3.16143,0.733892,0.938243,0.385685,3.24028,3.68397,5.64918,1.8862,1.94001,0.266048,0.146262,0.310714,0.279847,1.53223,0.0271958,0.406621,0.986518,0.687158,3.24751,16.7,28.8032,93.1925,129.684,102.761,83.7376,51.0993,115.94,44.3956,93.4089,8.84607,20.9831,16.3792,3.12979,3.50971,7.5585,72.6564,17.164,65.6602,15.5416,2.75879,5.7656,7.57676,4.97835,3.0505,9.79067,64.6833,16.9448,38.9614,23.3204,13.6256,39.3189,2.29281,15.8215,10.3876,13.3228,8.24196,0.199121,3.69475,5.22853,14.4149,2.09171,15.4002,47.3175,1.9412,4.80248,1.16606,0.55759,0.0454513,0.426117,0.0817227,0.968566,0.703556,2.0758,0.444965,7.19517,12.8307,11.3376,8.43659,6.09168,6.83705,16.0862,17.1036,9.63104,75.7018,33.6945,7.22245,2.92315,13.296,8.84783,9.64484,4.83224,30.5072,30.6907,102.625,11.0711,79.3264,121.071,92.2024,6.16183,16.2923,94.2082,85.2563,123.283,28.3511,67.5949
G1_grand_735_1.csv,4,9.12562,1.93814,11.5944,4.29995,24.0812,3.83055,3.61181,90.1953,38.2068,93.0998,83.5748,94.4766,88.7231,112.293,112.419,121.616,9.29727,0,129.576,90.3041,110.695,117.132,68.6261,20.0334,110.127,64.6289,111.009,23.923,4.66283,26.4,88.1533,66.4012,113.29,25.1198,20.3143,84.4119,23.9345,20.6522,12.4836,66.2933,1.99187,20.9545,13.1587,47.5305,80.8996,12.3848,86.6881,106.385,0.51421,10.6949,116.411,36.5728,61.9217,97.2992,65.6216,127.489,92.0302,31.335,89.0065,16.1759,16.1848,69.6559,0.883632,62.9994,18.6534,12.4413,5.4409,18.8759,10.5717,6.84013,28.7382,6.96928,29.9238,29.5264,10.8455,11.5702,14.8017,5.4443,72.3988,26.8102,63.4845,13.1138,48.6885,74.1971,105.81,7.33224,22.8207,7.29254,37.3826,121.238,7.87793,117.402,54.2417,16.8938,132.026,24.5591,102.105,77.9203,87.1846,51.7366,110.938,66.6225,114.971,61.6595,78.7788,90.3381,99.8185,74.7888,2.1608,6.87349,6.90808,14.9899,39.9283,51.5764,16.7678,15.8304,11.6775,83.8831,88.261,16.3757,100.542,70.4012,134.426,55.8463,111.693,6.27277,0,117.003,93.3125,6.12208,130.117,126.611,34.8038,113.923,105.235,100.259,117.88,106.776,15.5177,129.394,124.057,99.1125,89.8376,96.5763,61.7074,92.5618,4.56712,45.8805,7.04891,97.7996,69.637,64.9615,66.5972,20.1288,79.7249,94.7936,102.666,35.7062,18.0199,6.34121,9.95384,62.5705,5.86618,13.3992,68.2335,10.812,8.66354,14.8307,8.41444,9.62306,12.7263,31.2138,31.0764,6.46463,16.215,11.5819,22.8959,105.419,78.9059,18.5232,0,12.0441,3.07622,11.7527,85.3934,116.348,113.041,121.61,132.046,99.6475,133.217,107.964,130.329,124.91,92.4577,128.724,112.219,29.6709,97.216,65.2977,130.261,114.662,89.7168,19.8903,72.304,15.4756,133.043,21.5752,81.15,114.844,30.7365,62.2655,132.776,104.537,93.4258,134.541,133.183,130.601,25.1243,115.404,109.802,86.4819,117.722,109.249,97.6156,116.72,99.4162,112.96,125.869,103.889,118.801,120.712,57.7731,17.0022,23.9439,80.1784,17.618,98.4704,14.991,82.3899,98.2916,45.0839,96.0706,71.5212,40.3824,67.0355,8.62891,0.194436,0.66834,4.41512,6.51816,4.66961,2.08077,6.08885,2.49678,3.05535,3.44324,4.39538,3.20303,3.21688,3.75447,2.34227,2.59791,2.13344,1.51048,1.20783,0.129914,1.98521,1.34163,0.552256,0.394012,0.244874,0.123961,0.445472,0.0397134,0.86264,2.05328,2.32618,3.02848,6.53135,5.68262,4.51825,34.3771,23.2711,94.6536,5.24526,1.96652,4.53192,5.79155,5.21514,0.848291,5.94934,7.08814,4.88352,0.0174525,0.000848391,4.30517,1.31185,1.10432,1.23333,2.4785,0.182357,1.13678,1.08812,2.09946,11.7811,16.9837,13.41,13.6179,1.38783,22.9124,81.5286,19.7402,3.65847,10.6588,4.90144,5.87936,1.51968,2.45274,4.35586,1.56575,4.45914,4.88173,3.97197,3.84044,0.8428,0.59194,2.36402,2.64287,0.223997,8.49565,0.770258,5.21814,4.43828,21.281,30.6586,14.2595,6.76186,10.3649,19.411,7.5682,41.0303,12.6679,6.0006,7.54103,1.1088,2.16607,1.60315,0.337523,2.80542,0.681165,0.705731,0.0904131,2.15794,3.32423,1.25666,1.5261,1.08494,3.60212,0.0417629,1.55853,0.298473,2.59092,1.42804,1.03553,2.02261,7.33171,6.14696,2.64205,2.32442,3.14489,7.94997,4.70499,1.20839,10.7302,2.32801,24.8422,59.4282,40.1823,30.2885,10.4196,98.9061,100.575,66.4883,17.0641,91.6512,92.322,5.12414,74.4938,57.3798,35.2479,4.94365,30.5021,109.144,128.277,69.8111,121.747,98.5702,75.0712,19.8892,124.272,67.4842,71.185,81.0127,21.5661,6.00868,2.88152,0.320584,0.847801,0.85895,2.12495,1.12402,1.29317,6.29701,12.7889,0.410123,0.13056,4.95135,2.92431,7.42655,11.7408,7.11057,3.88279,6.4577,7.5515,8.75518,8.78963,8.14338,6.05397,26.7433,5.59458,9.76283,4.83531,12.4258,15.6505,11.365,46.4554,18.739,32.9006,12.1803,2.11762,11.4571,6.679,10.1445,3.10569,4.27639,8.38457,9.70071,9.54668,90.3266,80.7526,67.6469,95.3569,119.489,11.457,108.389,85.651,97.3616,97.6341,123.712,134.981,21.5179,132.171,123.756,84.0242,137.944,24.321,74.2304,47.0488,86.6754,117.693,92.5615,61.903,94.543,132.233,132.426,110.505,12.1963,117.641,19.1282,0,100.309,22.7276,76.6177,13.1053,15.2887,55.3038,12.745,10.7143,2.83698,0.138754,1.26645,2.71584,6.26053,0.0153374,2.63986,2.8067,77.1223,40.6592,5.24743,15.1745,7.45417,17.4911,14.3028,3.45293,2.75053,3.05035,1.86175,0.511532,1.16198,0.177987,1.50202,0.734554,3.75318,2.36129,3.13997,7.5095,4.61162,17.6498,55.576,87.6475,16.8397,6.0001,24.8812,36.3487,3.04731,11.1167,76.6984,4.33675,4.14348,85.9602,17.8201,6.55594,18.7098,1.7909,50.595,8.45659,62.0705,18.4974,111.175,27.3114,14.6416,11.3721,4.72743,6.47085,3.6151,3.47572,4.66718,8.62144,4.79338,2.42834,11.4267,70.6673,50.0156,7.74198,1.87945,3.66991,23.1019,10.5067,5.04844,7.20244,3.20496,22.2133,6.93156,1.11618,5.56383,10.7077,5.61193,8.9257,8.53895,5.13901,18.9425,68.7664,9.76767,77.0581,8.18997,89.7111,14.7182,49.2461,39.0453,6.09691,14.3781,40.1771,15.7053,7.98919,2.91627,3.94254,11.3524,20.4251,1.08913,10.1305,0.406797,12.4923,7.99918,36.0317,4.75157,1.26591,2.39479,1.59307,3.34298,4.4074,6.25218,71.4862,10.7022,22.1818,14.0438,11.4493,8.5195,94.3653,71.9702,7.60462,5.33635,33.7952,8.7743,26.8209,8.89807,7.75638,4.25091,4.61139,22.8888,10.6597,20.1206,3.94472,67.8015,17.6082,42.5221,12.9072,79.2327,99.4549,122.915,36.4034,87.3754,68.9918,0,3.8065,52.4397,77.5923,17.1968,14.8135,5.43564,48.9805,10.5875,8.10067,1.50374,1.4867,2.19517,59.803,7.00429,21.5197,107.106,16.5051,95.2087,81.051,101.274,33.9823,4.51717,8.00831,93.1489,73.6517,13.0372,16.3434,58.5297,107.078,56.5814,75.2548,106.161,132.46,129.083,122.931,93.7004,80.4942,95.7268,37.0723,18.8909,12.0217,103.912,107.292,123.946,111.693,10.6509,95.9546,4.14088,29.5648,118.114,12.4238,11.0521,11.9839,7.36719,10.5878,14.4225,11.8092,21.4608,24.2751,69.785,28.9466,72.7359,32.8039,6.9629,20.8099,6.07149,7.74017,1.37219,6.69153,1.58046,9.28268,8.61961,10.3956,7.78392,7.67664,1.36336,3.58301,1.26374,2.45818,5.28526,2.88508,1.06921,3.97937,0.898,7.49985,3.78115,133.548,50.7693,136.027,121.639,35.3863,107.651,73.5893,0,22.8435,100.757,111.146,67.6105,108.466,114.457,12.0057,8.11039,9.88915,19.2952,3.56389,0.344912,0.174132,0.862405,0.580323,0.22366,0.761433,3.94849,17.4418,0.330338,1.60454,2.41875,1.52452,2.14881,4.56111,4.08894,2.39299,4.29121,1.62825,6.88142,1.86657,9.96614,18.5975,11.4086,4.00038,6.3511,24.1907,8.04716,5.20152,6.98576,48.874,6.42485,69.3607,88.21,12.6057,26.2221,17.3525,75.2285,8.11082,44.944,14.0684,56.3255,65.1408,5.90548,38.1049,3.95278,12.5327,8.25224,11.3922,5.08124,8.10821,14.0296,0.601046,3.09181,4.49731,3.3837,4.30117,0.911239,2.07279,0.11258,2.05531,0.204581,1.3749,1.60017,2.62615,0.131378,0.370691,5.80172,4.72406,19.8023,101.106,84.1878,131.47,89.6819,109.253,60.4805,14.4236,10.5995,39.1463,7.19767,10.4823,5.93873,3.84498,11.8723,1.24399,53.3871,17.7604,73.5537,13.1445,13.2873,55.4476,4.86891,1.79441,8.44701,10.9026,14.1822,7.23729,8.69683,15.1076,8.53216,21.0334,20.9018,4.99717,11.1943,13.9735,1.29982,0.665549,5.63946,10.1381,13.3347,18.6619,29.5958,20.3069,1.74836,7.15174,6.10301,0.127633,2.23208,0.82948,0.138135,1.75384,1.65214,0.381197,4.1677,17.0369,33.5059,18.4713,4.64117,17.7909,8.72996,18.8759,29.6906,11.4725,69.142,12.307,11.4266,12.3219,2.59075,4.95416,17.96,26.3906,23.8505,71.3489,7.09951,94.1411,125.22,108.842,87.6497,74.6032,85.2589,97.9206,51.8616,61.1516,133.119,112.961
